loggernet_variable,cr1000_name,var_type,research_name,definition,units,link,logger,var_role,table
Surface_DC_Avg(6),surface_dc_avg6,plot,surface_dc_avg,surface duty cycle -between 0-1 ; 1 equal always on,,391,merit highmarsh,plot,
Surface_DC_Avg(7),surface_dc_avg7,plot,surface_dc_avg,surface duty cycle -between 0-1 ; 1 equal always on,,372,merit highmarsh,plot,
Surface_DC_Avg(8),surface_dc_avg8,plot,surface_dc_avg,surface duty cycle -between 0-1 ; 1 equal always on,,382,merit highmarsh,plot,
Surface_DC_Avg(9),surface_dc_avg9,plot,surface_dc_avg,surface duty cycle -between 0-1 ; 1 equal always on,,392,merit highmarsh,plot,
Deep_DC_Avg(1),deep_dc_avg1,plot,deep_dc_avg,deep heating duty cycle -between 0-1 ; 1 equal always on,,370,merit highmarsh,plot,
Deep_DC_Avg(2),deep_dc_avg2,plot,deep_dc_avg,deep heating duty cycle -between 0-1 ; 1 equal always on,,380,merit highmarsh,plot,
Deep_DC_Avg(3),deep_dc_avg3,plot,deep_dc_avg,deep heating duty cycle -between 0-1 ; 1 equal always on,,390,merit highmarsh,plot,
Deep_DC_Avg(4),deep_dc_avg4,plot,deep_dc_avg,deep heating duty cycle -between 0-1 ; 1 equal always on,,371,merit highmarsh,plot,
Deep_DC_Avg(5),deep_dc_avg5,plot,deep_dc_avg,deep heating duty cycle -between 0-1 ; 1 equal always on,,381,merit highmarsh,plot,
Deep_DC_Avg(6),deep_dc_avg6,plot,deep_dc_avg,deep heating duty cycle -between 0-1 ; 1 equal always on,,391,merit highmarsh,plot,
Deep_DC_Avg(7),deep_dc_avg7,plot,deep_dc_avg,deep heating duty cycle -between 0-1 ; 1 equal always on,,372,merit highmarsh,plot,
Deep_DC_Avg(8),deep_dc_avg8,plot,deep_dc_avg,deep heating duty cycle -between 0-1 ; 1 equal always on,,382,merit highmarsh,plot,
Deep_DC_Avg(9),deep_dc_avg9,plot,deep_dc_avg,deep heating duty cycle -between 0-1 ; 1 equal always on,,392,merit highmarsh,plot,
surface_duty_Avg(1),surface_duty_avg1,plot,surface_duty_avg,surface duty cycle -between 0-10000; 10000 equal always on,,370,merit highmarsh,plot,
surface_duty_Avg(2),surface_duty_avg2,plot,surface_duty_avg,surface duty cycle -between 0-10000; 10000 equal always on,,380,merit highmarsh,plot,
surface_duty_Avg(3),surface_duty_avg3,plot,surface_duty_avg,surface duty cycle -between 0-10000; 10000 equal always on,,390,merit highmarsh,plot,
surface_duty_Avg(4),surface_duty_avg4,plot,surface_duty_avg,surface duty cycle -between 0-10000; 10000 equal always on,,371,merit highmarsh,plot,
surface_duty_Avg(5),surface_duty_avg5,plot,surface_duty_avg,surface duty cycle -between 0-10000; 10000 equal always on,,381,merit highmarsh,plot,
surface_duty_Avg(6),surface_duty_avg6,plot,surface_duty_avg,surface duty cycle -between 0-10000; 10000 equal always on,,391,merit highmarsh,plot,
surface_duty_Avg(7),surface_duty_avg7,plot,surface_duty_avg,surface duty cycle -between 0-10000; 10000 equal always on,,372,merit highmarsh,plot,
surface_duty_Avg(8),surface_duty_avg8,plot,surface_duty_avg,surface duty cycle -between 0-10000; 10000 equal always on,,382,merit highmarsh,plot,
surface_duty_Avg(9),surface_duty_avg9,plot,surface_duty_avg,surface duty cycle -between 0-10000; 10000 equal always on,,392,merit highmarsh,plot,
deep_duty_Avg(1),deep_duty_avg1,plot,deep_duty_avg,deep duty cycle -between 0-10000; 10000 equal always on,,370,merit highmarsh,plot,
deep_duty_Avg(2),deep_duty_avg2,plot,deep_duty_avg,deep duty cycle -between 0-10000; 10000 equal always on,,380,merit highmarsh,plot,
deep_duty_Avg(3),deep_duty_avg3,plot,deep_duty_avg,deep duty cycle -between 0-10000; 10000 equal always on,,390,merit highmarsh,plot,
deep_duty_Avg(4),deep_duty_avg4,plot,deep_duty_avg,deep duty cycle -between 0-10000; 10000 equal always on,,371,merit highmarsh,plot,
deep_duty_Avg(5),deep_duty_avg5,plot,deep_duty_avg,deep duty cycle -between 0-10000; 10000 equal always on,,381,merit highmarsh,plot,
deep_duty_Avg(6),deep_duty_avg6,plot,deep_duty_avg,deep duty cycle -between 0-10000; 10000 equal always on,,391,merit highmarsh,plot,
deep_duty_Avg(7),deep_duty_avg7,plot,deep_duty_avg,deep duty cycle -between 0-10000; 10000 equal always on,,372,merit highmarsh,plot,
deep_duty_Avg(8),deep_duty_avg8,plot,deep_duty_avg,deep duty cycle -between 0-10000; 10000 equal always on,,382,merit highmarsh,plot,
deep_duty_Avg(9),deep_duty_avg9,plot,deep_duty_avg,deep duty cycle -between 0-10000; 10000 equal always on,,392,merit highmarsh,plot,
ReadErrors_Tot(1),readerrors_tot1,plot,readerrors_tot,totalized register read error,,370,merit highmarsh,plot,
ReadErrors_Tot(2),readerrors_tot2,plot,readerrors_tot,totalized register read error,,380,merit highmarsh,plot,
ReadErrors_Tot(3),readerrors_tot3,plot,readerrors_tot,totalized register read error,,390,merit highmarsh,plot,
ReadErrors_Tot(4),readerrors_tot4,plot,readerrors_tot,totalized register read error,,371,merit highmarsh,plot,
ReadErrors_Tot(5),readerrors_tot5,plot,readerrors_tot,totalized register read error,,381,merit highmarsh,plot,
ReadErrors_Tot(6),readerrors_tot6,plot,readerrors_tot,totalized register read error,,391,merit highmarsh,plot,
ReadErrors_Tot(7),readerrors_tot7,plot,readerrors_tot,totalized register read error,,372,merit highmarsh,plot,
ReadErrors_Tot(8),readerrors_tot8,plot,readerrors_tot,totalized register read error,,382,merit highmarsh,plot,
ReadErrors_Tot(9),readerrors_tot9,plot,readerrors_tot,totalized register read error,,392,merit highmarsh,plot,
WriteErrors_Tot(1),writeerrors_tot1,plot,writeerrors_tot,totalized register write error,,370,merit highmarsh,plot,
WriteErrors_Tot(2),writeerrors_tot2,plot,writeerrors_tot,totalized register write error,,380,merit highmarsh,plot,
WriteErrors_Tot(3),writeerrors_tot3,plot,writeerrors_tot,totalized register write error,,390,merit highmarsh,plot,
WriteErrors_Tot(4),writeerrors_tot4,plot,writeerrors_tot,totalized register write error,,371,merit highmarsh,plot,
WriteErrors_Tot(5),writeerrors_tot5,plot,writeerrors_tot,totalized register write error,,381,merit highmarsh,plot,
WriteErrors_Tot(6),writeerrors_tot6,plot,writeerrors_tot,totalized register write error,,391,merit highmarsh,plot,
WriteErrors_Tot(7),writeerrors_tot7,plot,writeerrors_tot,totalized register write error,,372,merit highmarsh,plot,
WriteErrors_Tot(8),writeerrors_tot8,plot,writeerrors_tot,totalized register write error,,382,merit highmarsh,plot,
WriteErrors_Tot(9),writeerrors_tot9,plot,writeerrors_tot,totalized register write error,,392,merit highmarsh,plot,
Flag,flag,site,flag,unknown,,merit highmarsh,merit highmarsh,logger,
Pin_code(1),pin_code1,plot,pin_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 999,,370,merit highmarsh,plot,
Pin_code(2),pin_code2,plot,pin_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1000,,380,merit highmarsh,plot,
Pin_code(3),pin_code3,plot,pin_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1001,,390,merit highmarsh,plot,
Pin_code(4),pin_code4,plot,pin_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1002,,371,merit highmarsh,plot,
Pin_code(5),pin_code5,plot,pin_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1003,,381,merit highmarsh,plot,
Pin_code(6),pin_code6,plot,pin_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1004,,391,merit highmarsh,plot,
Pin_code(7),pin_code7,plot,pin_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1005,,372,merit highmarsh,plot,
Pin_code(8),pin_code8,plot,pin_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1006,,382,merit highmarsh,plot,
Pin_code(9),pin_code9,plot,pin_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1007,,392,merit highmarsh,plot,
Lag_code(1),lag_code1,plot,lag_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1008,,370,merit highmarsh,plot,
Lag_code(2),lag_code2,plot,lag_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1009,,380,merit highmarsh,plot,
Lag_code(3),lag_code3,plot,lag_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1010,,390,merit highmarsh,plot,
Lag_code(4),lag_code4,plot,lag_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1011,,371,merit highmarsh,plot,
Lag_code(5),lag_code5,plot,lag_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1012,,381,merit highmarsh,plot,
Lag_code(6),lag_code6,plot,lag_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1013,,391,merit highmarsh,plot,
Lag_code(7),lag_code7,plot,lag_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1014,,372,merit highmarsh,plot,
Lag_code(8),lag_code8,plot,lag_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1015,,382,merit highmarsh,plot,
Lag_code(9),lag_code9,plot,lag_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1016,,392,merit highmarsh,plot,
Surface_code(1),surface_code1,plot,surface_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1017,,370,merit highmarsh,plot,
Surface_code(2),surface_code2,plot,surface_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1018,,380,merit highmarsh,plot,
Surface_code(3),surface_code3,plot,surface_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1019,,390,merit highmarsh,plot,
Surface_code(4),surface_code4,plot,surface_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1020,,371,merit highmarsh,plot,
Surface_code(5),surface_code5,plot,surface_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1021,,381,merit highmarsh,plot,
Surface_code(6),surface_code6,plot,surface_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1022,,391,merit highmarsh,plot,
Surface_code(7),surface_code7,plot,surface_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1023,,372,merit highmarsh,plot,
Surface_code(8),surface_code8,plot,surface_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1024,,382,merit highmarsh,plot,
Surface_code(9),surface_code9,plot,surface_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1025,,392,merit highmarsh,plot,
Deep_code(1),deep_code1,plot,deep_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1026,,370,merit highmarsh,plot,
Deep_code(2),deep_code2,plot,deep_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1027,,380,merit highmarsh,plot,
Deep_code(3),deep_code3,plot,deep_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1028,,390,merit highmarsh,plot,
Deep_code(4),deep_code4,plot,deep_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1029,,371,merit highmarsh,plot,
Deep_code(5),deep_code5,plot,deep_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1030,,381,merit highmarsh,plot,
Deep_code(6),deep_code6,plot,deep_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1031,,391,merit highmarsh,plot,
Deep_code(7),deep_code7,plot,deep_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1032,,372,merit highmarsh,plot,
Deep_code(8),deep_code8,plot,deep_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1033,,382,merit highmarsh,plot,
Deep_code(9),deep_code9,plot,deep_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1034,,392,merit highmarsh,plot,
Above_code(1),above_code1,plot,above_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1035,,370,merit highmarsh,plot,
Above_code(2),above_code2,plot,above_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1036,,380,merit highmarsh,plot,
Above_code(3),above_code3,plot,above_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1037,,390,merit highmarsh,plot,
Above_code(4),above_code4,plot,above_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1038,,371,merit highmarsh,plot,
Above_code(5),above_code5,plot,above_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1039,,381,merit highmarsh,plot,
Above_code(6),above_code6,plot,above_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1040,,391,merit highmarsh,plot,
Above_code(7),above_code7,plot,above_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1041,,372,merit highmarsh,plot,
Above_code(8),above_code8,plot,above_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1042,,382,merit highmarsh,plot,
Above_code(9),above_code9,plot,above_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1043,,392,merit highmarsh,plot,
Air_code(1),air_code1,plot,air_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1044,,370,merit highmarsh,plot,
Air_code(2),air_code2,plot,air_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1045,,380,merit highmarsh,plot,
Air_code(3),air_code3,plot,air_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1046,,390,merit highmarsh,plot,
Air_code(4),air_code4,plot,air_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1047,,371,merit highmarsh,plot,
Air_code(5),air_code5,plot,air_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1048,,381,merit highmarsh,plot,
Air_code(6),air_code6,plot,air_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1049,,391,merit highmarsh,plot,
Air_code(7),air_code7,plot,air_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1050,,372,merit highmarsh,plot,
Air_code(8),air_code8,plot,air_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1051,,382,merit highmarsh,plot,
Air_code(9),air_code9,plot,air_code,See code command allows control to disentangle any sensor from feeback loop enter value for NANcode = 1052,,392,merit highmarsh,plot,
M_Temp_Pin(1),m_temp_pin1,plot,m_temp_pin,6 minute slope_pin,celcius,370,merit highmarsh,plot,
M_Temp_Pin(2),m_temp_pin2,plot,m_temp_pin,6 minute slope_pin,celcius,380,merit highmarsh,plot,
M_Temp_Pin(3),m_temp_pin3,plot,m_temp_pin,6 minute slope_pin,celcius,390,merit highmarsh,plot,
M_Temp_Pin(4),m_temp_pin4,plot,m_temp_pin,6 minute slope_pin,celcius,371,merit highmarsh,plot,
M_Temp_Pin(5),m_temp_pin5,plot,m_temp_pin,6 minute slope_pin,celcius,381,merit highmarsh,plot,
M_Temp_Pin(6),m_temp_pin6,plot,m_temp_pin,6 minute slope_pin,celcius,391,merit highmarsh,plot,
